LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total,
Trivium Preparatory Academy,90859,Gateway Academy,87276,072136001,All Students,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Gateway Academy,87276,072136001,English Learners,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Gateway Academy,87276,072136001,Free Lunch,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Gateway Academy,87276,072136001,Students With Disabilities,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Gateway Academy,87276,072136001,Reduced Lunch,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Great Hearts Academies - Trivium Prep,91156,078591301,All Students,50,*,36,163,316,*,35,604,
Trivium Preparatory Academy,90859,Great Hearts Academies - Trivium Prep,91156,078591301,English Learners,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Great Hearts Academies - Trivium Prep,91156,078591301,Free Lunch,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Great Hearts Academies - Trivium Prep,91156,078591301,Students With Disabilities,*,*,*,14,15,*,*,39,
Trivium Preparatory Academy,90859,Great Hearts Academies - Trivium Prep,91156,078591301,Reduced Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,,,           _,All Students,13,1704,*,18,19,*,*,1760,
Tuba City Unified School District #15,4197,,,           _,English Learners,*,119,*,*,*,*,*,120,
Tuba City Unified School District #15,4197,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,,,           _,Students With Disabilities,*,328,*,*,*,*,*,343,
Tuba City Unified School District #15,4197,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Dzil Libei Elementary School,4834,030215111,All Students,*,*,*,*,*,*,*,58,
Tuba City Unified School District #15,4197,Dzil Libei Elementary School,4834,030215111,English Learners,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Dzil Libei Elementary School,4834,030215111,Free Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Dzil Libei Elementary School,4834,030215111,Students With Disabilities,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Dzil Libei Elementary School,4834,030215111,Reduced Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Gap Primary School,4835,030215112,All Students,*,62,*,*,*,*,*,63,
Tuba City Unified School District #15,4197,Gap Primary School,4835,030215112,English Learners,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Gap Primary School,4835,030215112,Free Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Gap Primary School,4835,030215112,Students With Disabilities,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Gap Primary School,4835,030215112,Reduced Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Tuba City Alternative School,78916,030215140,All Students,*,*,*,*,*,*,*,34,
Tuba City Unified School District #15,4197,Tuba City Alternative School,78916,030215140,English Learners,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Tuba City Alternative School,78916,030215140,Free Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Tuba City Alternative School,78916,030215140,Students With Disabilities,*,*,*,*,*,*,*,13,
Tuba City Unified School District #15,4197,Tuba City Alternative School,78916,030215140,Reduced Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Tuba City High School,4838,030215240,All Students,*,702,*,*,*,*,*,713,
Tuba City Unified School District #15,4197,Tuba City High School,4838,030215240,English Learners,*,*,*,*,*,*,*,31,
Tuba City Unified School District #15,4197,Tuba City High School,4838,030215240,Free Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Tuba City High School,4838,030215240,Students With Disabilities,*,121,*,*,*,*,*,125,
Tuba City Unified School District #15,4197,Tuba City High School,4838,030215240,Reduced Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Tuba City Junior High School,4837,030215130,All Students,*,312,*,*,*,*,*,333,
Tuba City Unified School District #15,4197,Tuba City Junior High School,4837,030215130,English Learners,*,27,*,*,*,*,*,28,
Tuba City Unified School District #15,4197,Tuba City Junior High School,4837,030215130,Free Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Tuba City Junior High School,4837,030215130,Students With Disabilities,*,48,*,*,*,*,*,51,
Tuba City Unified School District #15,4197,Tuba City Junior High School,4837,030215130,Reduced Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Tuba City Primary School,4833,030215110,All Students,*,536,*,*,*,*,*,559,
Tuba City Unified School District #15,4197,Tuba City Primary School,4833,030215110,English Learners,*,*,*,*,*,*,*,46,
Tuba City Unified School District #15,4197,Tuba City Primary School,4833,030215110,Free Lunch,*,*,*,*,*,*,*,*,
Tuba City Unified School District #15,4197,Tuba City Primary School,4833,030215110,Students With Disabilities,*,129,*,*,*,*,*,137,
Tuba City Unified School District #15,4197,Tuba City Primary School,4833,030215110,Reduced Lunch,*,*,*,*,*,*,*,*,
"Tucson Collegiate Prep, Inc.",91279,,,           _,All Students,*,*,*,*,*,*,*,16,
"Tucson Collegiate Prep, Inc.",91279,,,           _,English Learners,*,*,*,*,*,*,*,*,
"Tucson Collegiate Prep, Inc.",91279,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
"Tucson Collegiate Prep, Inc.",91279,,,           _,Students With Disabilities,*,*,*,*,*,*,*,*,
"Tucson Collegiate Prep, Inc.",91279,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
"Tucson Collegiate Prep, Inc.",91279,Tucson Collegiate Prep,91896,108401001,All Students,*,*,*,*,*,*,*,16,
"Tucson Collegiate Prep, Inc.",91279,Tucson Collegiate Prep,91896,108401001,English Learners,*,*,*,*,*,*,*,*,
"Tucson Collegiate Prep, Inc.",91279,Tucson Collegiate Prep,91896,108401001,Free Lunch,*,*,*,*,*,*,*,*,
"Tucson Collegiate Prep, Inc.",91279,Tucson Collegiate Prep,91896,108401001,Students With Disabilities,*,*,*,*,*,*,*,*,
"Tucson Collegiate Prep, Inc.",91279,Tucson Collegiate Prep,91896,108401001,Reduced Lunch,*,*,*,*,*,*,*,*,
"Tucson Country Day School, Inc.",79073,,,           _,All Students,29,*,35,*,613,*,*,699,
"Tucson Country Day School, Inc.",79073,,,           _,English Learners,*,*,*,*,*,*,*,*,
"Tucson Country Day School, Inc.",79073,,,           _,Free Lunch,*,*,*,*,111,*,*,134,
"Tucson Country Day School, Inc.",79073,,,           _,Students With Disabilities,*,*,*,*,86,*,*,100,
"Tucson Country Day School, Inc.",79073,,,           _,Reduced Lunch,*,*,*,*,41,*,*,49,
"Tucson Country Day School, Inc.",79073,Tucson Country Day School,79103,108773101,All Students,29,*,35,*,613,*,*,699,
"Tucson Country Day School, Inc.",79073,Tucson Country Day School,79103,108773101,English Learners,*,*,*,*,*,*,*,*,
"Tucson Country Day School, Inc.",79073,Tucson Country Day School,79103,108773101,Free Lunch,*,*,*,*,111,*,*,134,
"Tucson Country Day School, Inc.",79073,Tucson Country Day School,79103,108773101,Students With Disabilities,*,*,*,*,86,*,*,100,
"Tucson Country Day School, Inc.",79073,Tucson Country Day School,79103,108773101,Reduced Lunch,*,*,*,*,41,*,*,49,
"Tucson International Academy, Inc.",79979,,,           _,All Students,*,12,23,460,53,*,*,555,
"Tucson International Academy, Inc.",79979,,,           _,English Learners,*,*,*,72,*,*,*,76,
"Tucson International Academy, Inc.",79979,,,           _,Free Lunch,*,*,16,371,31,*,*,433,
"Tucson International Academy, Inc.",79979,,,           _,Students With Disabilities,*,*,*,65,*,*,*,87,
"Tucson International Academy, Inc.",79979,,,           _,Reduced Lunch,*,*,*,36,*,*,*,46,
"Tucson International Academy, Inc.",79979,TIA East,90044,108714103,All Students,*,*,*,57,31,*,*,106,
"Tucson International Academy, Inc.",79979,TIA East,90044,108714103,English Learners,*,*,*,*,*,*,*,*,
"Tucson International Academy, Inc.",79979,TIA East,90044,108714103,Free Lunch,*,*,*,47,15,*,*,76,
"Tucson International Academy, Inc.",79979,TIA East,90044,108714103,Students With Disabilities,*,*,*,11,*,*,*,22,
"Tucson International Academy, Inc.",79979,TIA East,90044,108714103,Reduced Lunch,*,*,*,*,*,*,*,11,
"Tucson International Academy, Inc.",79979,TIA West,90045,108714104,All Students,*,*,*,107,*,*,*,124,
"Tucson International Academy, Inc.",79979,TIA West,90045,108714104,English Learners,*,*,*,16,*,*,*,17,
"Tucson International Academy, Inc.",79979,TIA West,90045,108714104,Free Lunch,*,*,*,79,*,*,*,87,
"Tucson International Academy, Inc.",79979,TIA West,90045,108714104,Students With Disabilities,*,*,*,15,*,*,*,20,
"Tucson International Academy, Inc.",79979,TIA West,90045,108714104,Reduced Lunch,*,*,*,*,*,*,*,12,
"Tucson International Academy, Inc.",79979,Tucson International Academy,79980,108714101,All Students,*,*,*,111,*,*,*,124,
"Tucson International Academy, Inc.",79979,Tucson International Academy,79980,108714101,English Learners,*,*,*,17,*,*,*,18,
"Tucson International Academy, Inc.",79979,Tucson International Academy,79980,108714101,Free Lunch,*,*,*,85,*,*,*,98,
"Tucson International Academy, Inc.",79979,Tucson International Academy,79980,108714101,Students With Disabilities,*,*,*,11,*,*,*,15,
"Tucson International Academy, Inc.",79979,Tucson International Academy,79980,108714101,Reduced Lunch,*,*,*,*,*,*,*,12,
"Tucson International Academy, Inc.",79979,Tucson International Academy Midvale,84297,108714102,All Students,*,*,*,185,*,*,*,201,
"Tucson International Academy, Inc.",79979,Tucson International Academy Midvale,84297,108714102,English Learners,*,*,*,*,*,*,*,34,
"Tucson International Academy, Inc.",79979,Tucson International Academy Midvale,84297,108714102,Free Lunch,*,*,*,160,*,*,*,172,
"Tucson International Academy, Inc.",79979,Tucson International Academy Midvale,84297,108714102,Students With Disabilities,*,*,*,28,*,*,*,30,
"Tucson International Academy, Inc.",79979,Tucson International Academy Midvale,84297,108714102,Reduced Lunch,*,*,*,*,*,*,*,11,
Tucson Preparatory School,6374,,,           _,All Students,*,*,*,84,22,*,*,123,
Tucson Preparatory School,6374,,,           _,English Learners,*,*,*,*,*,*,*,*,
Tucson Preparatory School,6374,,,           _,Free Lunch,*,12,11,108,35,*,*,170,
Tucson Preparatory School,6374,,,           _,Students With Disabilities,*,*,*,42,14,*,*,70,
Tucson Preparatory School,6374,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Tucson Preparatory School,6374,Tucson Preparatory School,5892,108768001,All Students,*,*,*,84,22,*,*,123,
Tucson Preparatory School,6374,Tucson Preparatory School,5892,108768001,English Learners,*,*,*,*,*,*,*,*,
Tucson Preparatory School,6374,Tucson Preparatory School,5892,108768001,Free Lunch,*,12,11,108,35,*,*,170,
Tucson Preparatory School,6374,Tucson Preparatory School,5892,108768001,Students With Disabilities,*,*,*,42,14,*,*,70,
Tucson Preparatory School,6374,Tucson Preparatory School,5892,108768001,Reduced Lunch,*,*,*,*,*,*,*,*,
Tucson Unified District,4403,,,           _,All Students,759,1719,2858,30723,9820,223,1906,48008,
Tucson Unified District,4403,,,           _,English Learners,242,20,778,2940,267,69,40,4356,
Tucson Unified District,4403,,,           _,Free Lunch,378,1283,2431,20930,4141,153,1024,30340,
Tucson Unified District,4403,,,           _,Students With Disabilities,85,442,552,5377,2144,29,344,8973,
Tucson Unified District,4403,,,           _,Reduced Lunch,*,96,98,1921,541,*,121,2830,
Tucson Unified District,4403,AGAVE Middle and High School,85924,100201684,All Students,*,*,*,99,71,*,12,203,
Tucson Unified District,4403,AGAVE Middle and High School,85924,100201684,English Learners,*,*,*,*,*,*,*,*,
Tucson Unified District,4403,AGAVE Middle and High School,85924,100201684,Free Lunch,*,*,*,74,20,*,*,109,
Tucson Unified District,4403,AGAVE Middle and High School,85924,100201684,Students With Disabilities,*,*,*,*,*,*,*,22,
Tucson Unified District,4403,AGAVE Middle and High School,85924,100201684,Reduced Lunch,*,*,*,*,*,*,*,*,
Tucson Unified District,4403,Alice Vail Middle School,5750,100201555,All Students,13,*,35,394,222,*,48,726,
Tucson Unified District,4403,Alice Vail Middle School,5750,100201555,English Learners,*,*,*,28,*,*,*,37,
Tucson Unified District,4403,Alice Vail Middle School,5750,100201555,Free Lunch,*,*,32,282,91,*,31,456,
Tucson Unified District,4403,Alice Vail Middle School,5750,100201555,Students With Disabilities,*,*,12,64,38,*,*,127,
Tucson Unified District,4403,Alice Vail Middle School,5750,100201555,Reduced Lunch,*,*,*,31,*,*,*,48,
Tucson Unified District,4403,Anna Henry Elementary School,5685,100201238,All Students,*,*,16,141,150,*,30,353,
Tucson Unified District,4403,Anna Henry Elementary School,5685,100201238,English Learners,*,*,*,11,*,*,*,19,
Tucson Unified District,4403,Anna Henry Elementary School,5685,100201238,Free Lunch,*,*,18,90,72,*,19,205,
Tucson Unified District,4403,Anna Henry Elementary School,5685,100201238,Students With Disabilities,*,*,*,37,44,*,*,97,
Tucson Unified District,4403,Anna Henry Elementary School,5685,100201238,Reduced Lunch,*,*,*,18,*,*,*,28,
Tucson Unified District,4403,Anna Lawrence Intermediate School,5694,100201277,All Students,*,162,*,145,*,*,*,330,
Tucson Unified District,4403,Anna Lawrence Intermediate School,5694,100201277,English Learners,*,*,*,17,*,*,*,22,
Tucson Unified District,4403,Anna Lawrence Intermediate School,5694,100201277,Free Lunch,*,146,*,129,*,*,*,296,
Tucson Unified District,4403,Anna Lawrence Intermediate School,5694,100201277,Students With Disabilities,*,38,*,35,*,*,*,77,
Tucson Unified District,4403,Anna Lawrence Intermediate School,5694,100201277,Reduced Lunch,*,*,*,*,*,*,*,15,
Tucson Unified District,4403,Annie Kellond Elementary School,5693,100201275,All Students,*,*,29,234,215,*,48,547,
Tucson Unified District,4403,Annie Kellond Elementary School,5693,100201275,English Learners,*,*,*,28,*,*,*,32,
Tucson Unified District,4403,Annie Kellond Elementary School,5693,100201275,Free Lunch,*,*,25,147,80,*,29,299,
Tucson Unified District,4403,Annie Kellond Elementary School,5693,100201275,Students With Disabilities,*,*,*,36,47,*,11,106,
Tucson Unified District,4403,Annie Kellond Elementary School,5693,100201275,Reduced Lunch,*,*,*,21,12,*,*,43,
Tucson Unified District,4403,Blenman Elementary School,5659,100201125,All Students,14,16,52,183,66,11,28,370,
Tucson Unified District,4403,Blenman Elementary School,5659,100201125,English Learners,17,*,12,37,*,*,*,85,
Tucson Unified District,4403,Blenman Elementary School,5659,100201125,Free Lunch,18,*,53,160,48,*,26,324,
Tucson Unified District,4403,Blenman Elementary School,5659,100201125,Students With Disabilities,*,*,*,52,20,*,*,92,
Tucson Unified District,4403,Blenman Elementary School,5659,100201125,Reduced Lunch,*,*,*,*,*,*,*,*,
Tucson Unified District,4403,Bloom Elementary,5660,100201128,All Students,11,*,34,144,125,*,28,351,
Tucson Unified District,4403,Bloom Elementary,5660,100201128,English Learners,*,*,*,16,*,*,*,23,
Tucson Unified District,4403,Bloom Elementary,5660,100201128,Free Lunch,*,*,27,94,74,*,20,227,
Tucson Unified District,4403,Bloom Elementary,5660,100201128,Students With Disabilities,*,*,12,43,37,*,*,101,
Tucson Unified District,4403,Bloom Elementary,5660,100201128,Reduced Lunch,*,*,*,*,*,*,*,17,
Tucson Unified District,4403,Bonillas Elementary Basic Curriculum Magnet School,5661,100201131,All Students,*,11,20,297,59,*,14,405,
Tucson Unified District,4403,Bonillas Elementary Basic Curriculum Magnet School,5661,100201131,English Learners,*,*,*,52,*,*,*,61,
Tucson Unified District,4403,Bonillas Elementary Basic Curriculum Magnet School,5661,100201131,Free Lunch,*,*,22,226,42,*,11,314,
Tucson Unified District,4403,Bonillas Elementary Basic Curriculum Magnet School,5661,100201131,Students With Disabilities,*,*,*,76,24,*,*,109,
Tucson Unified District,4403,Bonillas Elementary Basic Curriculum Magnet School,5661,100201131,Reduced Lunch,*,*,*,*,*,*,*,13,
Tucson Unified District,4403,Booth-Fickett Math/Science Magnet School,5738,100201510,All Students,*,22,104,553,251,*,68,1022,
Tucson Unified District,4403,Booth-Fickett Math/Science Magnet School,5738,100201510,English Learners,*,*,*,33,*,*,*,49,
Tucson Unified District,4403,Booth-Fickett Math/Science Magnet School,5738,100201510,Free Lunch,*,15,84,380,141,*,48,677,
Tucson Unified District,4403,Booth-Fickett Math/Science Magnet School,5738,100201510,Students With Disabilities,*,*,*,74,64,*,17,175,
Tucson Unified District,4403,Booth-Fickett Math/Science Magnet School,5738,100201510,Reduced Lunch,*,*,*,47,20,*,*,88,
Tucson Unified District,4403,Borman Elementary School,5663,100201140,All Students,*,*,43,105,260,*,69,490,
Tucson Unified District,4403,Borman Elementary School,5663,100201140,English Learners,*,*,*,*,*,*,*,*,
Tucson Unified District,4403,Borman Elementary School,5663,100201140,Free Lunch,*,*,*,20,44,*,*,76,
