schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout
211000020261002,827,80.2,8.1,3.3,45.9,     
211000020262003,256,92.6,2.7,0.4,52.3,     
211000020262004,367,74.9,13.6,2.7,52.9,     
211000020262005,585,75.7,8.7,3.2,53.5,     
211000020262007,348,71.8,14.1,1.4,61.2,     
211000020262010,578,82.7,6.4,0.5,48.4,     
211000030260001,133,100,0,0,46.6,0.8
211000030262001,380,96.8,0,0.3,36.6,     
211000040260001,756,88.1,3.7,2.1,48.3,0.8
211000040261001,512,88.1,5.3,1.8,57.6,     
211000040262008,524,85.3,4.4,3.1,62.2,     
211000040262010,719,87.8,4.3,1.4,66.5,     
211000050260001,581,87.3,2.6,4,29.3,0.3
211000050261001,347,87,1.4,3.5,36.6,     
211000050262001,691,84.7,2,6.1,39.8,     
211000050262006,483,84.1,2.5,4.8,36.9,     
240320010260001,636,91,0.3,5.5,25.3,0.2
240320010261002,501,87,1,8.2,29.3,     
240320010262003,337,92.3,0.9,4.5,31.8,     
240320010262004,285,87.4,0.7,8.4,31.6,     
240320010262005,442,88.9,0.5,7,30.3,     
24032002C021002,136,91.2,0.7,8.1,33.8,     
24032002C022001,173,96,0,4,31.8,     
24032024C042001,83,78.3,2.4,10.8,19.3,     
240320540021006,498,73.3,2.2,22.3,52,17.6
240320540022004,678,72,2.1,22.4,46.8,     
24032060C042001,803,76,2.4,11.8,34.6,     
24032072C042001,213,85.4,0,11.3,38,     
240320730170001,195,95.9,1,2.1,32.3,0
240320740032001,93,98.9,0,1.1,18.3,     
240320750022001,122,95.1,0,4.9,51.6,     
240321010160001,842,79.6,1.1,15.3,25.1,0.2
240321110160001,2653,74.7,4.2,16.8,0.9,0.3
240322010041002,967,70,4.9,19.6,24.3,     
240322010042001,575,73.7,1,20.5,34.4,     
240322010042002,936,69,5.6,19.8,24.6,     
240322010042003,573,75.4,4.4,15.2,12.4,     
240322010042004,704,74.3,2,18.5,22.3,     
240322010042005,623,58.7,8.3,26.5,29.9,     
240470180160001,157,95.5,0.6,3.8,21,0
240470660041001,118,94.1,0.8,4.2,33.9,     
240470660042001,145,89.7,0,5.5,18.6,     
240470880260001,714,41,11.1,43,56.7,1.1
240470880261001,349,32.4,11.2,49.9,59.3,     
240470880262002,428,42.1,7.2,46,62.4,     
240470880262003,346,43.4,8.4,43.4,60.1,     
240470880262004,570,40.9,10.4,44.2,63.3,     
240470900042001,109,95.4,0.9,0.9,11.9,     
240471150260001,1746,70.5,5.8,17.1,17.1,0.7
240471150261001,972,69.8,6.2,17.8,19.7,     
240471150262002,448,79,3.1,9.4,13.8,     
240471150262003,215,68.4,4.7,20.5,10.7,     
240471150262004,266,75.2,4.9,13.2,4.5,     
240471150262005,579,76.9,3.1,13.3,16.9,     
240471150262007,508,81.1,3.9,9.1,9.1,     
240471150262008,614,64.8,7.7,16.9,12.2,     
240471150262009,662,59.1,7.9,23.7,24,     
240473080260001,2728,64.2,7.4,19.6,18.9,0.3
240473080260002,2578,55.9,12.8,16.4,17.8,0.1
240473080261002,1112,67.8,5.8,14.6,16.3,     
240473080261003,940,61.6,8.3,19.7,25.1,     
240473080261004,719,55.6,10.7,9.9,14,     
240473080261005,861,50.8,7.7,31,30.7,     
240473080261006,712,62.4,8.6,8,11.1,     
240473080262003,512,55.5,10.9,19.5,22.7,     
240473080262004,629,41.5,8.1,42.9,38.5,     
240473080262005,451,52.1,9.3,30.4,36.8,     
240473080262006,357,68.9,5.6,19.3,17.6,     
240473080262007,582,59.1,10.8,11.5,12.4,     
240473080262008,546,55.3,11.9,23.1,25.5,     
240473080262009,581,48.7,7.6,18.6,13.6,     
240473080262010,695,59.4,7.3,25.2,21.2,     
240473080262011,550,77.8,2.9,12.4,10,     
240473080262012,587,67.3,7,13.5,14,     
240473080262013,568,59.9,9.7,12.7,12.3,     
240473080262014,660,68.2,8.2,8.6,9.1,     
240473080262015,579,64.9,5.9,18.7,18.7,     
240473080262016,520,47.9,4.8,38.5,20.8,     
260290010260001,110,93.6,0,0.9,56.4,0.9
260290010261001,82,98.8,0,0,52.4,     
260290010262001,175,98.9,1.1,0,50.9,     
260290020260001,101,99,0,0,38.6,1
260290020261001,46,93.5,0,6.5,39.1,     
260290020262006,214,92.1,0,3.7,43.5,     
260290030260001,142,93.7,1.4,1.4,59.2,1.4
260290030261001,98,96.9,1,1,50,     
260290030262003,198,94.4,1,1,49,     
260290040260001,108,98.1,0.9,0,37,1.9
260290040261001,51,94.1,3.9,2,51,     
260290040262005,177,96,1.7,1.7,45.2,     
260290660250001,722,95.3,1.1,0.6,42.7,1.9
260290660251002,758,93.3,1.7,1.7,52.2,     
260290660252003,463,93.5,0.9,1.7,67.6,     
260290660252008,246,93.9,2,0.4,53.3,     
260290660252009,360,93.1,1.4,0.8,59.7,     
260290970260001,306,99.7,0,0.3,36.3,0.5
260290970262002,362,98.1,0,0.6,53.6,     
260343070160001,346,96,0,2.6,34.1,0.9
260343160260001,196,95.4,1.5,0,10.2,1
260343160262003,229,96.5,0,1.3,19.2,     
260343170041006,185,96.8,0,2.2,43.8,     
260343170042005,285,96.8,0,1.4,44.2,     
260343250262002,241,94.6,0.4,0.4,43.6,     
260343270042002,182,91.8,0.5,1.1,99.5,     
260343280240001,258,93.4,0.4,1.9,36.4,1.7
260343280242004,339,93.2,0.9,0.3,48.7,     
260343370260001,207,97.6,0,0,53.1,1.6
260343370262006,275,96.4,0,0,68.7,     
260343470041001,55,94.5,0,1.8,43.6,     
260343470042005,153,93.5,0.7,3.3,64.1,     
260621030260001,163,96.9,0.6,0.6,52.1,0.6
260621030261001,179,97.8,0.6,0,54.7,     
260621030262001,122,91.8,0,0.8,47.5,     
260621030262002,155,96.8,0.6,1.3,56.1,     
260621700260001,226,95.6,0,0.4,45.1,1.8
260621700261002,157,93.6,1.3,1.9,45.9,     
260621700262003,327,93.9,0.6,0.3,60.6,     
260621850260001,582,80.9,8.6,3.6,38.1,1
260621850261001,352,76.4,7.4,4.8,36.1,     
260621850262004,606,72.9,12.4,1.7,58.6,     
260621850262008,406,76.1,8.1,4.7,48.3,     
260850050260001,355,93.8,4.5,1.4,48.5,0.6
260850050261002,309,91.3,3.9,2.9,40.5,     
260850050262001,215,91.6,4.7,2.8,29.3,     
260850050262002,243,91.8,3.3,2.9,49.8,     
280060170042001,62,91.9,0,6.5,43.5,     
280060840042001,89,94.4,1.1,3.4,40.4,     
280060940042001,207,83.1,0,11.6,40.6,     
280060980022001,68,76.5,1.5,5.9,42.6,     
280060990042002,675,59.9,0.9,33.9,70.2,     
280061030220001,119,13.4,0,84.9,97.5,10.9
280061030222001,321,19.9,0.3,76,24,     
280061150021001,486,90.3,1.6,4.3,40.3,     
280061150022004,201,89.1,2,5,40.3,     
280061150022005,223,87.9,0.9,5.8,48,     
280061150022007,243,90.1,2.9,6.2,56.4,     
280063030260001,92,92.4,1.1,5.4,39.1,1.1
280063030262003,54,92.6,1.9,5.6,40.7,     
280063030262004,95,86.3,0,8.4,51.6,     
280063400260001,330,95.8,0,2.7,41.5,0.6
280063400261001,226,93.8,0.4,3.5,53.1,     
280063400262001,419,94.3,0,3.6,43.2,     
280063400262005,136,82.4,0.7,8.1,55.9,     
280065000150001,504,90.9,1.6,3,32.7,3
280065020170001,415,67.5,1.4,24.6,47.7,1.9
280065050160001,40,97.5,0,2.5,47.5,2.5
280371900022001,443,84.4,0.2,10.6,60,     
280372230260001,344,93.9,0.3,4.1,17.4,1.7
280372230261003,251,91.6,0.4,5.2,15.9,     
280372230262002,471,94.9,0.4,2.5,20.6,     
280372240260001,249,93.6,2.8,2,45,3.4
280372240262004,293,92.2,4.1,3.1,58,     
280372250260001,197,95.4,0,1,37.1,1
280372250262003,199,91.5,0,2,47.2,     
280372260260001,104,90.4,0,3.8,29.8,0
280372260262002,257,88.7,0.8,1.6,34.6,     
280372270260002,215,96.3,0,0.5,44.2,3.4
280372270262001,268,97,0.4,0.7,32.5,     
280372280260001,812,92.2,0.1,5.2,21.1,0.2
280372280261002,659,92,0,5.2,23.7,     
280372280262003,415,94.9,0.5,2.7,26.5,     
280372280262004,343,92.1,1.5,0.9,33.8,     
280372280262005,385,90.4,0.5,4.4,26.5,     
280372290260001,551,68.4,11.8,18.3,67.3,4
280372290261001,260,71.5,10.4,15.8,74.6,     
280372290262002,374,67.1,8.6,19.8,78.9,     
280372290262004,256,63.7,12.9,17.6,82.4,     
280372290262005,285,65.3,9.8,21.1,79.6,     
280372290262007,112,84.8,1.8,11.6,67.9,     
280372300260002,270,77.4,2.2,13,35.9,1.7
280372300262001,317,72.9,3.8,15.8,49.5,     
280880010261001,53,88.7,0,1.9,84.9,     
280880010262001,97,93.8,2.1,0,77.3,     
280881000260001,264,88.6,0.4,5.3,33,3.4
280881000261001,136,94.9,0.7,2.2,35.3,     
280881000262002,353,92.4,2,2.8,42.8,     
300020010220001,168,6.5,84.5,1.2,99.4,2.1
300020010222004,257,7,83.3,0,100,     
300020050260001,114,85.1,13.2,0.9,100,4.4
300020050261001,99,71.7,24.2,0,100,     
300020050262002,257,73.9,16,0.8,100,     
300390860032001,212,92.9,4.2,0.9,53.8,     
300390950021004,418,31.3,48.1,12.7,42.1,     
300390950022003,326,29.8,43.9,11.7,49.4,     
300390950022005,473,31.9,44,11.8,46.7,     
300390950022008,268,29.9,45.9,11.9,47.4,     
300391300042001,222,80.2,7.2,5,33.3,     
300391400042001,702,66,14.1,6.3,59.4,     
300391650160001,988,52.9,28.3,10.6,58.6,1.2
300391760260001,292,95.9,0,2.4,39.4,2.1
300391760261001,243,90.5,1.2,6.2,52.3,     
300391760262008,447,85.7,0.2,11.4,38,     
300391860260001,625,73,14.7,6.1,99,0.5
300391860261002,440,67.7,17,6.8,98.6,     
300391860262009,452,65.5,19.5,5.3,98.2,     
300391860262010,480,67.1,17.3,6.5,97.7,     
300391960260001,120,94.2,0.8,3.3,43.3,0
300391960261002,80,92.5,3.8,0,57.5,     
300391960262003,106,91.5,0,0,76.4,     
300391960262004,92,92.4,2.2,1.1,64.1,     
300730050022001,112,96.4,0.9,0,88.4,     
300730500022001,264,90.2,0,2.7,41.7,     
300730500022002,262,91.6,0.4,2.7,44.7,     
300731010160001,444,97.5,0.9,0.2,34.2,0.5
300732040042001,151,97.4,0,0,29.1,     
300733000260001,498,85.3,3.4,3.2,52.8,1.2
300733000262002,487,81.3,6.4,2.7,58.5,     
300733000262003,508,84.8,4.3,2,54.7,     
300771000260001,207,73.9,18.8,0.5,59.9,0
300771000262004,161,82.6,10.6,1.9,69.6,     
300771010260001,116,22.4,65.5,0,100,1.7
300771010262005,354,36.7,52.5,0,99.4,     
300910160042001,146,94.5,1.4,0,34.2,     
300910170220001,173,67.6,0,31.8,60.7,0.6
300910170221001,133,66.2,0,32.3,57.1,     
300910170222002,204,64.7,0,33.8,63.2,     
300910370041001,308,91.9,1.6,3.2,54.5,     
300910370042002,154,90.9,2.6,3.9,61,     
300910370042003,233,87.1,1.3,9.4,60.1,     
300910430042001,447,92.8,0.9,3.1,57,     
300910660220001,71,95.8,0,1.4,98.6,0
300910660221001,63,93.7,0,6.3,100,     
300910660222001,140,95.7,0,3.6,95,     
300910810160001,515,95,1.2,1.9,43.7,0.6
300910840260001,97,96.9,3.1,0,100,3.1
300910840261002,80,88.8,3.8,0,97.5,     
300910840262005,154,94.8,1.9,0,99.4,     
310450460220001,2564,11.8,6,73.6,75.8,4.4
310450460220002,2087,16.3,9.2,67.4,74.6,4.6
310450460220003,1983,23.8,8.2,57,66.1,1.3
310450460220004,2487,44.6,4.3,31.8,37.7,1
310450460220005,2732,50.8,6.1,28.8,33.6,1.1
310450460221003,611,13.9,11.3,68.7,81.2,     
310450460221004,835,61.6,3.4,14.6,23.4,     
310450460221005,702,6.1,6.4,81.9,86.6,     
310450460221006,590,12.5,9.8,72,78.8,     
310450460221007,706,11.2,5.4,70.7,74.5,     
310450460221008,871,15.3,5.6,68.7,74.7,     
310450460221009,1074,52,3.7,27.2,34.1,     
310450460221045,597,30,6.7,46.7,58.8,     
310450460222006,425,21.6,6.8,53.9,64.9,     
310450460222007,624,27.4,6.3,40.5,49,     
310450460222008,492,21.1,6.3,46.5,53.5,     
310450460222009,560,60,4.8,14.3,31.1,     
310450460222010,561,16.9,11.8,64,75.6,     
310450460222011,478,4,6.9,83.7,93.7,     
310450460222012,481,58.4,5.8,27.9,41.6,     
310450460222013,695,9.2,4.7,79.6,83.5,     
310450460222015,366,3,5.7,86.1,96.4,     
310450460222016,470,8.3,18.3,68.3,83.2,     
310450460222017,554,31.4,7.9,45.3,51.1,     
310450460222019,411,37.7,5.4,38,48.2,     
310450460222020,614,8.8,8.6,73.6,86.6,     
310450460222021,535,13.3,4.5,72.3,84.5,     
310450460222022,690,3.9,5.7,85.2,92.2,     
310450460222024,565,7.3,3.7,83.9,85.5,     
310450460222025,391,8.4,7.2,82.6,86.2,     
310450460222026,397,7.1,2.5,84.4,87.2,     
310450460222027,441,20.9,4.8,71.2,75.1,     
310450460222028,568,2.3,0.9,93,91.5,     
310450460222029,413,7.3,4.1,83.3,91,     
310450460222031,542,21.6,5,61.3,67.2,     
310450460222032,533,5.6,7.1,82.4,90.4,     
310450460222034,394,20.3,2.3,65,71.3,     
310450460222036,404,10.4,14.6,68.8,86.9,     
310450460222037,363,71.1,1.1,12.1,16.8,     
310450460222038,335,47.2,7.5,35.8,60.6,     
310450460222042,478,10.7,11.3,68.6,77.4,     
310450460222043,603,32.7,9.5,35.7,51.6,     
310450460222044,770,6.6,5.2,82.7,88.8,     
310450460222047,489,62,1.4,19.2,28.6,     
310450460222048,353,65.4,1.7,9.3,18.4,     
310450460222049,634,60.1,1.7,14,20.8,     
310450460222050,616,54.1,7.5,20.6,33.8,     
310450460222051,358,52.5,5,19,35.2,     
310450460222052,638,22.3,8.9,57.1,63.6,     
310450460222053,651,37.5,2.2,39,40.7,     
310450460222054,655,46.1,2,9.3,36.2,     
310450460222055,372,57,5.4,12.9,28.8,     
310450460222056,698,25.1,6.2,57.7,58.3,     
310451010220001,1929,82,2.9,9.8,13.4,0.2
310451010221002,1478,79.8,3.9,9.5,16.5,     
310451010222003,500,85,2.4,8.4,14,     
310451010222005,463,76.9,6.7,8.6,16.8,     
310451010222006,389,79.2,2.1,10.3,14.9,     
310451010222007,375,72,1.3,23.2,28.8,     
310451010222009,360,91.1,1.1,4.2,4.2,     
310451010222010,345,71.6,11.6,9.9,24.3,     
310451290220001,3724,26.5,11.5,56.3,54.5,2.8
310451290221003,645,11.2,13.8,67.9,64.8,     
310451290221004,764,25.1,7.3,64.3,58.2,     
310451290221005,654,38.4,11.2,45.6,49.5,     
310451290221006,691,31.7,9,53.8,52.4,     
310451290222005,575,42.3,6.8,45.6,54.4,     
310451290222006,376,52.4,13.3,29,38.3,     
310451290222007,636,10.7,10.7,72.5,67.8,     
310451290222008,604,19.4,16.2,58.4,58.1,     
310451290222009,596,4.9,10.4,81.2,74,     
310451290222011,639,8.5,11.3,72.6,64.9,     
310451290222012,355,16.9,14.9,65.4,45.9,     
310451290222014,497,33.2,9.3,54.1,61.2,     
310451290222015,494,14.2,19.6,60.3,54,     
310451290222017,615,57.1,8,27,25.5,     
310451310220001,3848,2.8,7.7,87,68.9,4.4
310451310221002,1004,1.2,4.8,92.4,77.7,     
310451310221003,989,2.8,8.3,86.8,80.8,     
310451310221004,970,2,10.2,85.4,76.7,     
310451310222004,798,6,17.4,70.3,72.3,     
310451310222005,846,1.9,5.4,91.3,84.9,     
310451310222006,268,0.4,4.5,93.7,85.8,     
310451310222007,433,0.2,2.1,97.2,84.3,     
310451310222008,580,5.5,5.9,85.9,72.4,     
310451310222009,643,2,3.9,93,75.7,     
310451310222010,711,2.1,5.3,91.1,75.8,     
310451310222011,290,2.1,9.3,85.5,79,     
310451310222012,277,4.7,15.9,76.9,75.1,     
310451310222013,603,1.2,1,96.7,77.1,     
310451310222014,463,2.8,15.1,76.5,79.9,     
310451310222015,401,0.7,4.7,92.3,86.3,     
310451310222016,448,6.3,4.9,84.2,56.7,     
310451310222017,415,3.4,10.6,83.9,79,     
310453000260002,2471,33.2,5.5,56.4,63.2,1.7
310453000260003,1588,64.7,2.3,20.8,24.5,0.6
310453000260004,2116,69.2,3,16.8,24.4,1.1
310453000261001,1224,7.4,9,81.7,86.8,     
310453000261004,471,62.6,4,24.4,36.3,     
310453000261005,871,58,3.6,24.6,28.5,     
310453000261008,956,68.5,1.9,19.2,22,     
310453000262001,509,58,5.5,24.2,37.3,     
310453000262002,762,49.5,3.7,32.5,31.5,     
310453000262003,453,60.9,2.6,19.2,28.5,     
310453000262009,355,58,5.1,25.1,38.9,     
310453000262010,459,67.5,1.7,24.4,46.4,     
310453000262012,666,1.8,1.8,95.2,91,     
310453000262013,462,77.1,2.2,16.5,27.5,     
310453000262015,521,63.5,1.3,27.1,42.6,     
310453000262016,398,5.3,2.8,90.7,86.2,     
310453000262018,495,21.4,7.9,65.3,69.5,     
310453000262019,375,59.5,5.6,26.4,30.7,     
31045300026201C,814,45.1,4.5,25.1,22.5,10.3
310453000262020,431,67.1,4.9,18.3,32.3,     
310453000262021,549,3.1,39.7,55,92,     
310453000262022,579,4.1,4.1,88.9,90,     
310453000262023,1335,64.2,3.4,17,23.2,     
310453000262025,743,69.7,2.6,19.7,23.1,     
310453000262026,717,67.4,2.8,16.2,17.6,     
310453010260001,1047,67,3.8,17,15,0.2
310453010261001,283,68.9,3.2,13.1,12.7,     
310453010261002,654,62.4,2.8,19,13.8,     
310453010262003,584,64.9,1.2,17,15.2,     
310453010262004,198,82.3,0.5,13.1,17.7,     
310453010262006,622,66.7,1.4,14.3,6.8,     
310453010262007,634,65.5,2.8,15.9,12.3,     
310453020260001,1342,79.3,2.1,13.4,15.4,0.4
310453020261001,1082,81.7,2.2,10,14.8,     
310453020262007,516,84.1,1.9,8.7,13.4,     
310453020262008,502,84.7,0.4,10.4,23.9,     
310453020262009,485,85.4,1.2,6.6,10.1,     
310453020262010,550,67.5,4.2,21.3,15.8,     
310453030260011,2488,78.2,1.9,12.7,19.4,0.9
310453030260012,1985,85.5,1.1,5.6,5.8,0.3
310453030261010,995,80.8,1,7.4,6.8,     
310453030261011,879,77.4,1.4,16.7,22.5,     
310453030261012,1274,77.2,1.2,12.1,18,     
310453030262001,358,58.9,3.1,33.8,37.7,     
310453030262002,472,62.3,1.1,28.2,42.4,     
310453030262003,241,86.3,0.4,4.1,13.3,     
310453030262005,436,85.1,0.2,6.4,14.7,     
310453030262006,447,64.2,2.7,26,40,     
310453030262008,373,91.4,0.3,5.1,7.8,     
310453030262009,496,84.3,2.6,2.8,7.7,     
310453030262010,529,81.9,0.9,4.7,7.2,     
310453030262011,385,74.3,1,12.7,21.3,     
310453030262012,407,77.4,0.5,9.3,3.7,     
310453030262013,427,67,4,12.4,7.3,     
310453030262014,369,62.3,1.1,7.9,14.4,     
310453040260001,1938,86.3,1,7.8,5.4,0.3
310453040261002,706,85,1,8.4,5.9,     
310453040261003,690,84.9,0.6,7.4,4.8,     
310453040262001,429,86,0.9,5.1,1.2,     
310453040262003,500,86.8,1,7,5.6,     
310453040262004,412,76.9,0.7,18.4,14.8,     
310453040262006,336,81.5,1.2,12.2,4.2,     
310453040262007,421,87.4,0,5,2.1,     
310453040262008,281,81.5,0.7,8.9,4.6,     
320380030260001,100,92,3,4,46,1
320380030261001,71,84.5,5.6,5.6,43.7,     
320380030262002,154,85.7,3.2,5.2,56.5,     
320380040260001,334,89.2,1.2,4.8,35.9,1.2
320380040261002,336,89.9,0.9,6.3,47,     
320380040262003,354,90.1,0.3,7.1,47.5,     
320380060260001,99,90.9,0,7.1,22.2,0
320380060261001,68,91.2,0,8.8,41.2,     
320380060262001,143,95.1,0.7,4.2,20.3,     
320380090260001,348,84.8,2,10.6,54,1.6
320380090261002,307,86,2,9.1,59.3,     
320380090262003,236,79.2,1.3,14,59.3,     
320380090262004,144,85.4,0.7,11.1,68.8,     
320380100260001,280,62.9,0,32.1,50.4,1.1
320380100261001,241,57.3,0,34.9,97.5,     
320380100262002,180,58.3,0,30,62.2,     
320380100262003,114,63.2,0,30.7,35.1,     
320380100262004,133,61.7,0,26.3,58.6,     
320381240260001,207,93.7,1.4,0.5,50.2,1
320381240262001,409,90.5,1,3.7,52.1,     
320382490262001,67,95.5,0,0,25.4,     
320460010260003,339,50.7,18.9,22.4,61.4,0.9
320460010261002,428,52.6,14.7,20.6,54.7,     
320460010262004,360,51.1,18.1,20,65.3,     
320460020260001,570,93,0.9,1.8,17.4,0.2
320460020262002,417,93,1,1.2,22.1,     
320460020262003,492,94.1,0.6,2.6,17.7,     
320460020262004,250,94,0.8,2.8,30.4,     
320460050260005,651,83.7,2.3,9.1,31.3,0.2
320460050261004,648,82.9,1.5,9.1,38.3,     
320460050262003,747,85.7,2.1,7.2,35.9,     
320460060260001,184,88.6,0,4.9,34.8,1.1
320460060262002,330,84.2,0,4.2,38.8,     
320460530021001,513,70,9.2,12.3,39.8,     
320460530022002,375,60.5,22.1,9.6,57.3,     
320460530022003,611,68.6,11.5,12.4,52.5,     
320460530022004,383,79.6,9.1,6.3,38.4,     
320460530022005,515,70.3,8.7,13.4,42.3,     
320460610021001,480,63.1,8.5,15.2,60.2,     
320460610022002,557,67,9,12.4,51.2,     
320460610022003,471,68.2,8.1,11.9,62.2,     
320461110250014,1196,20,50.3,28.8,47.4,0.9
320461110251008,660,22.7,48.8,27.3,61.8,     
320461110252003,251,12.7,69.3,15.9,70.9,     
320461110252009,231,7.8,24.7,67.1,71,     
320461110252010,401,23.4,57.6,15.5,63.1,     
320461110252011,429,18.9,43.6,34.5,71.6,     
320461110252013,457,26.5,40.7,30.4,40.9,     
320461110252015,597,27.3,34.8,35.8,55.8,     
320461110252016,574,19,57.1,23,58.4,     
320462560042001,337,65.3,2.1,17.2,58.5,     
320462580042001,449,75.9,10,8.2,26.7,     
320462590042001,208,3.8,82.2,12.5,75.5,     
320463020160001,239,36.4,38.1,18,77.8,2.1
320463070160001,2059,73.9,10.6,9.1,42.4,1.1
330362350260001,255,94.5,0.8,2,50.6,1.2
330362350261001,174,94.3,0,1.1,55.2,     
330362350262001,341,90.6,0,4.1,61.9,     
330482020260001,330,88.2,1.2,5.2,36.4,1.5
330482020261002,349,93.7,0.3,3.2,42.4,     
330482020262002,381,89.5,0.3,4.5,51.7,     
330482050260023,1296,66.4,11,12.9,53.3,2.2
330482050261021,512,64.5,14.3,11.5,58.8,     
330482050261022,492,59.6,11.4,16.9,67.9,     
330482050262015,442,65.6,9.7,11.8,60.2,     
330482050262017,356,63.8,14.6,8.7,75.3,     
330482050262018,358,68.2,14.2,5.3,52.8,     
330482050262020,399,51.6,13,15.3,70.7,     
330482050262021,364,39.8,27.7,14.3,74.2,     
330482080260001,294,97.3,0,2,35,1.6
330482080262001,322,89.4,0.3,7.5,50.3,     
330482100260001,87,95.4,3.4,0,31,0
330482100261001,51,98,0,2,41.2,     
330482100262003,127,96.9,0,0.8,29.1,     
330482760260001,264,95.8,0.8,1.5,43.2,2.7
330482760261001,207,90.8,1,4.8,48.8,     
330482760262001,356,90.2,0,3.7,53.4,     
330482760262002,130,93.1,1.5,3.8,43.8,     
330664040260001,385,94,1,1.8,34.5,0.5
330664040261001,187,93.6,1.1,1.1,45.5,     
330664040262001,350,91.1,2,1.7,37.1,     
330664040262002,202,95,0,4.5,49.5,     
330664040262003,197,92.4,1.5,2.5,47.2,     
330942380260001,515,66.4,4.5,22.1,46.6,1.9
330942380261001,221,60.6,5.9,22.6,100,     
330942380262001,239,55.2,3.8,31,99.6,     
330942380262002,359,58.5,7.5,25.1,83.8,     
330942380262005,379,60.2,5,27.4,100,     
330943040260001,293,88.4,2,5.8,39.6,0
330943040261001,208,92.8,1.4,3.4,49.5,     
330943040262001,275,91.3,0.7,3.6,38.9,     
330943040262002,202,88.6,2.5,5.9,61.9,     
340490010021003,257,58,6.2,24.9,35,     
340490010022002,308,64.6,5.8,21.8,37.7,     
340490030041006,805,21.2,21.5,49.7,46.8,     
340490030042002,299,21.7,23.1,45.5,46.2,     
340490030042004,378,21.4,10.6,64,69.6,     
340490030042005,318,16,31.8,40.9,52.8,     
340490030042006,446,23.5,26,39.7,41.9,     
340490060021001,568,5.8,40.5,47.2,84.7,     
340490060022002,198,12.1,32.8,45.5,86.9,     
340490060022005,497,4.4,49.7,38,89.5,     
340490060022006,517,2.9,38.7,53,87.4,     
340490060022007,396,9.3,44.4,39.9,84.3,     
340490060022008,328,6.7,40.5,46.3,85.7,     
340490240042001,727,75.8,1.8,8.4,1.7,     
340490240042002,476,77.1,1.9,7.4,5,     
340490330022001,317,86.4,1.9,7.6,10.1,     
340490340041002,1023,79.6,3.3,8.8,24.1,     
340490340042001,302,78.1,5.3,7.6,30.1,     
340490340042004,417,82.7,2.9,6,19.4,     
340490340042005,435,80.9,3.7,7.6,30.1,     
340490340042006,730,81.2,3.7,5.5,30.3,     
340490360022001,176,84.1,0.6,10.2,18.8,     
340490370021001,360,66.9,0.8,25,56.7,     
340490370022003,480,70.6,5.8,20,63.3,     
340490380021001,770,66.5,5.2,20,29.5,     
340490380022001,425,64,3.8,23.1,24.9,     
340490380022002,597,66.2,4.7,19.6,29.3,     
340490410041004,676,70.1,4.1,17.3,25.1,     
340490410042001,628,53.8,2.9,33,40,     
340490410042003,664,72.1,1.5,19,31.3,     
340490410042004,624,67.1,3.5,19.9,26,     
340490460041001,682,58.1,3.7,27.4,25.5,     
340490460041002,408,51.5,4.4,23,19.6,     
340490460042001,367,35.1,3.8,54.8,52.3,     
340490460042003,431,67.3,3.2,23,25.8,     
340490460042004,334,67.1,4.5,14.4,18.9,     
340490460042005,634,58,4.7,28.2,25.6,     
340490460042006,363,51.2,5.8,27.5,34.2,     
340490460042007,445,56.4,4.7,22.7,22.7,     
340490500041004,2052,45.6,6.7,30.8,33.3,     
340490500042003,1255,43.9,6.9,32.7,36.7,     
340490500042005,683,43.8,6,28.7,34.1,     
340490500042006,1683,41.9,8.1,33,37.6,     
340490560021002,528,20.6,18.2,47.5,27.7,     
340490560022001,554,22.2,25.5,38.8,34.1,     
340490560022002,484,26.9,21.3,38.8,34.9,     
340490560022003,485,31.8,11.8,42.9,23.1,     
340490600260022,4613,3.7,13.8,78.8,62.7,2.8
340490600261001,635,5,13.4,76.1,59.7,     
340490600261002,825,2.3,19.9,73.9,72.5,     
340490600261003,644,2.3,15.7,78.7,76.7,     
340490600261004,771,1,8.3,88.8,69.1,     
340490600261005,824,2.4,10.6,83.7,73.8,     
340490600262004,657,1.2,25.6,70.8,88.9,     
340490600262005,242,9.9,12.4,65.7,72.3,     
340490600262006,487,6.2,18.7,69.2,55,     
340490600262007,663,1.1,25.9,71,81.4,     
340490600262008,515,2.7,13.4,80.4,78.6,     
340490600262009,745,2.6,10.9,83.5,77.7,     
340490600262010,342,4.1,14.9,77.2,71.3,     
340490600262011,306,1.3,5.6,90.2,82,     
340490600262013,512,4.3,16.4,74.8,68.6,     
340490600262014,462,0.2,10.4,87.7,69.9,     
340490600262015,461,7.2,11.1,77.2,65.5,     
340490600262016,633,2.1,17.4,78,85.3,     
340490600262017,571,1.9,13.3,81.6,68.5,     
340490600262018,591,1,10.2,86.3,76,     
340490600262021,625,1.9,11.2,82.4,75,     
340490650021003,330,74.2,2.7,10.6,5.8,     
340490650022006,575,72.7,1.7,15,8.2,     
340490670051003,470,90.6,0.4,2.1,2.1,     
340490670052001,308,86.4,0.3,1.6,1.6,     
340490670052004,292,82.9,1.4,3.4,2.4,     
340490670052005,226,88.5,0,3.5,2.2,     
340490670052007,431,83.3,1.2,5.3,2.3,     
340490680022001,880,66,1.8,4.3,0.5,     
340490700021005,866,82.1,0.8,5.8,5,     
